,Name,Tweet
22,Elizabeth Warren,Giant drug companies caught breaking the law often get off with slap-on-the-wrist settlements. I’m reintroducing my…
23,Elizabeth Warren,"This is disgraceful. Federal funding for Historically Black Colleges &amp; Universities expired more than a month ago,…"
24,Elizabeth Warren,.@realDonaldTrump’s withdrawal from the #ParisAgreement is a giant wet kiss to corporate polluters. I’m a cosponsor…
25,Elizabeth Warren,I’m glad to work with @RosaDeLauro on the #SchedulesThatWork Act to help workers build some economic security for t…
26,Elizabeth Warren,"I’m especially proud to recognize Deborah Sampson from Plympton, MA, who disguised herself as a man to fight in the…"
27,Elizabeth Warren,"Women veterans are tough, smart, &amp; have made incredible sacrifices for our country. I’m leading a bipartisan resolu…"
28,Elizabeth Warren,The Trump administration will admit the lowest number of refugees ever – it’s heartless &amp; wrong. We can admit vulne…
29,Elizabeth Warren,"My office found that a sanctioned Russian company with Putin ties received a tariff exemption, &amp; most exemptions go…"
30,Elizabeth Warren,The @CommerceOIG report concluded: the Trump administration’s process for reviewing steel &amp; aluminum tariff exempti…
31,Elizabeth Warren,"Starting last August, I asked the @CommerceOIG to investigate @CommerceGov’s seemingly arbitrary &amp; opaque process f…"
32,Elizabeth Warren,I’m grateful for @Pwr4PuertoRico’s support of my bill to give Puerto Rico &amp; other disaster-stricken US territories…
33,Elizabeth Warren,Steven Menashi worked with @BetsyDeVosED to gut civil rights &amp; consumer protections for students while at Trump’s E…
34,Elizabeth Warren,I agree with @RepDebHaaland: the Chaco region is sacred &amp; must be protected for future generations. I’ve supported…
35,Elizabeth Warren,I join the Armenian American community in MA &amp; the rest of the Armenian diaspora in celebrating the House passage o…
36,Elizabeth Warren,"Sec. @stevenmnuchin1, you don’t work for Jamie Dimon &amp; your Wall St buddies – you work for the American people. Do…"
37,Elizabeth Warren,Unbelievable. Former big bank executive turned @USTreasury Secretary @stevenmnuchin1 hasn’t even offered an explana…
38,Elizabeth Warren,"The fossil fuel industry &amp; their allies use armies of lawyers, lobbyists, front groups, &amp; trade associations to rig…"
39,Elizabeth Warren,Congrats to our Dedham teachers for voting to ratify a new contract yesterday after courageously going on strike. I…
40,Elizabeth Warren,"Kay Hagan was a kind &amp; passionate public servant who fought from the heart for women, children, servicemembers, &amp; w…"
41,Elizabeth Warren,"First responders in MA &amp; across the country go above &amp; beyond to save lives, keep us safe, &amp; help our communities r…"
42,Elizabeth Warren,"The @USArmy’s report suggests ways it can combat the #ClimateCrisis: reduce carbon emissions, invest in more resear…"
43,Elizabeth Warren,"A @USArmy report says the climate crisis will cause more frequent power outages, reduced access to water &amp; food, ma…"
44,Elizabeth Warren,"This Prescription Drug #TakeBackDay, dropoff centers are also accepting e-cigarettes &amp; vaping products to help figh…"
45,Elizabeth Warren,Millions of people get their wisdom teeth taken out or have minor surgery &amp; don’t use all the painkillers prescribe…
46,Elizabeth Warren,Taxpayers shouldn’t have to pay a heartless billionaire’s court fines for further punishing defrauded students.…
47,Elizabeth Warren,Secretary @BetsyDeVosED deserves to be held in contempt for violating a court order to stop collecting Corinthian s…
48,Elizabeth Warren,I stand with our Dedham teachers who are courageously striking today for a fair contract with better pay. When teac…
49,Elizabeth Warren,"Today our Senate office paid our respects to our friend and champion @RepCummings, who laid in state in the United…"
50,Elizabeth Warren,"14 months after the @OIGatHHS recommended that @HHSgov recover at least $341,000 in taxpayer dollars that former Se…"
51,Elizabeth Warren,Amazon Web Services knew – or should have known – that its servers used by @CapitalOne were vulnerable to SSRF atta…
52,Elizabeth Warren,"Gwen Ifill was a talented journalist, a trailblazer for women of color, &amp; the pride of @SimmonsUniv &amp; Classical Hig…"
53,Elizabeth Warren,For-profit colleges suck down taxpayer dollars as they load students up with debt for worthless degrees. I support…
54,Elizabeth Warren,I’ve spent years fighting side-by-side with our fearless @MassAGO Maura Healey to help MA students scammed by Corin…
55,Elizabeth Warren,I’m concerned that big banks are using short-term lending market volatility to pressure regulators to weaken the fi…
56,Elizabeth Warren,My bill to #StopWallStreetLooting would hold private equity firms responsible for their companies – including in th…
57,Elizabeth Warren,"Almost 2/3 of US hospitals outsource physician staffing, many to companies owned by private equity firms.…"
58,Elizabeth Warren,Nobody having a heart attack or stroke picks their ambulance or ER doc. But when a hospital outsources its physicia…
59,Elizabeth Warren,Sec. @BetsyDeVosED has given a free pass to every swindler &amp; crook trying to make a buck off America’s students &amp; t…
60,Elizabeth Warren,I’ll give you one guess who’s responsible for obstructing student debt relief for teachers &amp; other public servants.…
61,Elizabeth Warren,"But most borrowers never got the help. Last month, @USGAO reported @usedgov is STILL rejecting 99% of Temporary Exp…"
62,Elizabeth Warren,I’ve been fighting to fix the PSLF problem from the moment I heard about it – &amp; I led the expansion of PSLF funding…
63,Elizabeth Warren,"Starting in 2007, our country made a promise to public servants: pay your student loans for 10 years &amp; the balance…"
64,Elizabeth Warren,Secretary @BetsyDeVosED &amp; the Trump admin wrecked the Public Service Loan Forgiveness Program for teachers &amp; other…
65,Elizabeth Warren,"This is simple: if @Navient knows that @usedgov is too scared or captured to punish it for cheating students, then…"
66,Elizabeth Warren,@Navient @usedgov New evidence from a @CFPB lawsuit shows @Navient officials knew it was scamming students &amp; didn't…
67,Elizabeth Warren,Student loan giant @Navient (formerly Sallie Mae) has a history of cheating students &amp; taxpayers more than a decade…
68,Elizabeth Warren,Good luck to everyone participating in the Head of the Charles this weekend! And special thanks to all of the volun…
69,Elizabeth Warren,Transgender migrants &amp; asylum seekers have faced appalling abuse &amp; neglect. @SenatorBaldwin &amp; I are calling on the…
70,Elizabeth Warren,"Happy birthday, Old Ironsides &amp; the @USNavy! It’s an honor to have our country’s oldest commissioned ship in the Ch…"
71,Elizabeth Warren,"Workers of color – especially women – are more likely to have unpredictable work schedules, face cancelled shifts,…"
72,Elizabeth Warren,@rosadelauro The #SchedulesThatWork Act would set some ground rules for workers’ schedules:🗓️ Workers should get t…
73,Elizabeth Warren,"More than half of hourly workers get their work schedules with less than a week’s notice, making it tough to go to…"
74,Elizabeth Warren,"Instead of strengthening anti-discrimination rules to protect homeowners &amp; renters, @HUDgov is trying to make it ne…"
75,Elizabeth Warren,"Whenever anyone would ask @RepCummings why we should keep fighting, even when the odds were against us, he’d always…"
76,Elizabeth Warren,".@RepCummings was a fearless leader for social, economic, &amp; racial justice, a giant for the people of Baltimore, &amp;…"
77,Elizabeth Warren,Government can be a powerful force for good – but only when it works for the people. It’s time to end lobbying as w…
78,Elizabeth Warren,"For most of America’s history, when our companies did better, our workers did better – and America built a thriving…"
79,Elizabeth Warren,181 CEOs signed a @BizRoundtable non-binding pledge to account for workers &amp; consumers in their decisions. I’m urgi…
80,Elizabeth Warren,It also requires billion-dollar companies to obtain a federal charter requiring directors to consider the interests…
81,Elizabeth Warren,"The Accountable Capitalism Act holds businesses accountable to their employees, not just shareholders:✅Requires wo…"
82,Elizabeth Warren,"Year after year, corporate profits soar for executives &amp; shareholders – but workers’ wages barely budge. I’m reintr…"
83,Elizabeth Warren,"I worked with @RepPressley, @SenMarkey, &amp; more than 100 colleagues to push @USCIS to reverse its decision to end so…"
84,Elizabeth Warren,Happy National #ComingOutDay! I’ll never stop fighting for a country where everyone feels safe to be who they are a…
85,Elizabeth Warren,"Glad to be a strong federal partner to build the roads, bridges, &amp; basic infrastructure we need to strengthen our e…"
86,Elizabeth Warren,A natural gas compressor station in Weymouth could be a health &amp; safety nightmare for South Shore families.…
87,Elizabeth Warren,The student debt crisis will only get worse – especially for students of color – unless Congress steps up to solve…
88,Elizabeth Warren,Black Americans face the worst effects of the student debt crisis. Many still owe more than 100% of their loan bala…
89,Elizabeth Warren,I was delighted to join @WhipClyburn at his alma mater @SCSTATE1896 for a town hall on our bill to cancel student d…
90,Elizabeth Warren,.@usedgov needs to follow the law &amp; cancel the student loans of scammed Corinthian Colleges students. And if…
91,Elizabeth Warren,A federal judge was “astounded” by @BetsyDeVosED’s treatment of student borrowers. She said “At best it is gross ne…
92,Elizabeth Warren,Secretary @BetsyDeVosED is such a failure at @usedgov that she may be held in contempt for refusing to follow the l…
93,Elizabeth Warren,Nobody fought harder to level the playing field for working people than my friend MarDee Xifaras. My heart goes out…
94,Elizabeth Warren,"In July, I joined @SenJeffMerkley &amp; my colleagues in Congress on an amicus brief in support of equal rights for LGB…"
95,Elizabeth Warren,I’m deeply grateful to Pleasant Hill Missionary Baptist Church &amp; my friend Rev. Miniard Culpepper for their dedicat…
96,Elizabeth Warren,"Congrats to @DanaFarber, @BrighamWomens &amp; @HarvardMed Dr. William Kaelin, Jr. for winning the @NobelPrize in Medici…"
97,Elizabeth Warren,I joined my colleagues in Congress on an amicus brief to the Supreme Court in support of DACA. Dreamers are woven i…
98,Elizabeth Warren,The @CorpsNewEngland recommendation to replace the Sagamore &amp; Bourne Bridges is good news for the Cape &amp; Islands. U…
99,Elizabeth Warren,"A year ago, the Saudi govt murdered journalist Jamal Khashoggi. There’s been no punishment for those who ordered th…"
100,Elizabeth Warren,My friend @SenSanders has always been a strong partner in the Senate. Wishing him a speedy recovery so he can get back in the fight.
101,Elizabeth Warren,I’m glad investors are speaking out on climate change. @SenWhitehouse is right: their companies shouldn't hide behi…
102,Elizabeth Warren,My #StopWallStreetLooting bill would hold private equity firms responsible for their companies. And we should aboli…
103,Elizabeth Warren,And the two largest private correctional medical care providers – both owned by private equity firms – have been su…
104,Elizabeth Warren,Privatization &amp; consolidation of prison food services means that private equity firms can make big bucks serving fo…
105,Elizabeth Warren,"Private equity’s push into private prisons, detention centers, &amp; prison services companies has helped create monopo…"
106,Elizabeth Warren,"Our criminal justice system lets private equity firms rake in billions at the expense of incarcerated people, detai…"
107,Elizabeth Warren,".@RepPressley, @RepAOC, &amp; @RepBarbaraLee are right: everyone is entitled to high quality reproductive health care,…"
108,Elizabeth Warren,We can admit more refugees while keeping our country secure. I joined @SenJeffMerkley &amp; @SenMarkey to demand the Tr…
109,Elizabeth Warren,The United States has long been a humanitarian leader by welcoming refugees fleeing persecution &amp; violence. But…
110,Elizabeth Warren,Historically black colleges &amp; universities can’t wait weeks or months for the @SenateGOP to fund their schools – an…
111,Elizabeth Warren,".@SenMarkey, @RepLoriTrahan &amp; I are fighting to pass the Leonel Rondon Pipeline Safety Act so gas companies priorit…"
112,Elizabeth Warren,"Just three days ago, the NTSB released a damning report that drew a direct link between weak engineering management…"
113,Elizabeth Warren,"A major gas leak was reported in Lawrence, &amp; over 300 residents are being evacuated. We’re deeply grateful to Lawre…"
114,Elizabeth Warren,"Cape Cod residents feel the #climatecrisis every day: erosion that threatens whole neighborhoods, a decimated fishi…"
115,Elizabeth Warren,11 people have contracted #EEE in MA &amp; 4 have died. @SenMarkey &amp; I have asked @NIAIDNews for an update on federal r…
116,Elizabeth Warren,The President asked a foreign govt to interfere in our elections. White House officials tried to cover it up &amp; supp…
117,Elizabeth Warren,The President told a foreign govt to do him a favor &amp; work with his personal lawyer &amp; the AG to investigate a polit…
118,Elizabeth Warren,"The workers at Fidelity House provide essential care to our friends, family, and neighbors in Lawrence. They should…"
119,Elizabeth Warren,I said it on the floor of the US Senate in May &amp; I’ll say it again: Congress must fulfill its Constitutional duty &amp;…
120,Elizabeth Warren,"Title X has provided birth control, cancer screenings, HIV tests, &amp; other basic health care services to nearly 4 mi…"
121,Elizabeth Warren,“The Paycheck Fairness Act that the House passed is going to be a big step towards addressing the gender pay gap.”…
122,Elizabeth Warren,.@RepDebHaaland is right: “The fact that Native women only make 58 cents on the dollar compared to white men in sim…
123,Elizabeth Warren,The fraud at @WellsFargo &amp; other giant banks won’t stop until executives like John Stumpf know that they’ll be haul…
124,Elizabeth Warren,"Three years after that John Stumpf hearing, @WellsFargo is STILL scamming customers. I’m demanding answers from Wel…"
125,Elizabeth Warren,"Six days after we called on the @USOCC &amp; @CFPB to fire Tim Sloan, he stepped down as @WellsFargo’s CEO. I told Comp…"
126,Elizabeth Warren,"Tim Sloan said the bank changed, but we weren’t fooled. @WellsFargo kept right on scamming its customers on mortgag…"
127,Elizabeth Warren,Then I urged the new Fed Chair Jerome Powell to hold a public vote of the Federal Reserve Board before lifting…
128,Elizabeth Warren,I also urged Janet Yellen to use her powers as Fed Chair to hold @WellsFargo accountable. In her final act as Fed C…
129,Elizabeth Warren,"When @WellsFargo replaced John Stumpf with Tim Sloan, another senior Wells Fargo executive during the fake accounts…"
130,Elizabeth Warren,@WellsFargo John Stumpf’s hearing on the @WellsFargo fake accounts scandal was a powerful moment for Wall Street ac…
131,Elizabeth Warren,"Three years ago today, I told @WellsFargo CEO John Stumpf that he should resign. (He did.)"
132,Elizabeth Warren,"Way to go, Boston! I’m proud of our students from across MA &amp; around the country for leading this fight against the…"
133,Elizabeth Warren,"The Trump administration failed the people of Puerto Rico, &amp; I’ve pushed @FEMA, @HUDgov, @DHSgov, @ENERGY,…"
134,Elizabeth Warren,"And I have kept up oversight of @FEMA's Hurricane Maria contracting efforts, which have been part of the tragic mes…"
135,Elizabeth Warren,"Back in 2016, I opposed PROMESA, which imposed @FOMBPR on Puerto Rico. And since Hurricane Maria, I have repeatedly…"
136,Elizabeth Warren,"In June, I cosponsored a bill to end the discriminatory double standards in the way Medicare &amp; Medicaid are adminis…"
137,Elizabeth Warren,"With @SenatorMenendez &amp; Rep. @NydiaVelazquez, I questioned @FEMA about delays rebuilding the hospital on the island…"
138,Elizabeth Warren,I also reintroduced my bill with @RepEspaillat to make it easier for survivors of natural disasters like Hurricane…
139,Elizabeth Warren,"In May, I reintroduced my bill, the US Territorial Relief Act, to give disaster-stricken US territories like Puerto…"
140,Elizabeth Warren,"In February, I introduced my bill with Rep. @NydiaVelazquez to prevent @realDonaldTrump from using disaster relief…"
141,Elizabeth Warren,After I investigated reports that the Administration was using the government shutdown as an excuse to stall aid to…
142,Elizabeth Warren,"In January, I reintroduced a bill with Sen. @GillibrandNY &amp; Rep. @NydiaVelazquez to establish a 9/11-style independ…"
143,Elizabeth Warren,"Two years ago today, Hurricane Maria devastated Puerto Rico &amp; the US Virgin Islands. I’m still persisting in this f…"
144,Elizabeth Warren,I’m glad the Senate passed my bill with @SenTomCotton to ensure the POW/MIA flag is always displayed with the US fl…
145,Elizabeth Warren,Thousands of American service members have been imprisoned &amp; are still missing in action from past conflicts. On…
146,Elizabeth Warren,"On this second anniversary of #HurricaneMaria, I’m still fighting for our federal government to treat the US citize…"
147,Elizabeth Warren,Incredible news: Our Senate office just received word that @USCIS will resume consideration of some deferred action…
148,Elizabeth Warren,"Dr. Emily Clyburn was a tireless voice for justice &amp; opportunity. My prayers are with @WhipClyburn, their family, &amp;…"
149,Elizabeth Warren,"We should be investing in our Historically Black Colleges &amp; Universities, not treating them &amp; their funding like po…"
150,Elizabeth Warren,I’ve got a bill that would put private equity firms on the hook for the decisions made by the companies they contro…
151,Elizabeth Warren,"In industry after industry, private equity firms have stripped companies of assets, loaded them with debt, extracte…"
152,Elizabeth Warren,"35% of for-profit students are enrolled in private equity-owned schools, &amp; those schools have higher tuition, more…"
153,Elizabeth Warren,"Predatory for-profit colleges often load students with debt for useless degrees. They’re the worst, &amp; for-profit sc…"
154,Elizabeth Warren,"Senators’ thoughts &amp; prayers aren’t stopping the mass shootings, but our votes can. Time’s up, @SenateGOP. Stand up…"
155,Elizabeth Warren,The majority of Americans support common sense gun safety laws &amp; are urging the Senate to take action. But…
156,Elizabeth Warren,"Kids are being slaughtered in their classrooms. Mothers, fathers, brothers, &amp; sisters are being gunned down in plac…"
157,Elizabeth Warren,"The game is up: Amazon pretends to be a neutral marketplace platform, but it bulldozes competition by juicing the s…"
158,Elizabeth Warren,"Hurricane Dorian devastated the Bahamas, but the Trump administration made the heartless decision not to grant Temp…"
159,Elizabeth Warren,Rev. Michael Haynes was a pillar of faith &amp; justice for the people of Boston. Bruce &amp; I send our prayers to his lov…
160,Elizabeth Warren,I’m proud of our Boston &amp; Springfield students for standing up to the gun lobby to end gun violence. Our students a…
161,Elizabeth Warren,Amazon has looked the other way while its contract delivery workers are forced into unsafe vehicles &amp; given dangero…
162,Elizabeth Warren,Congress should pass @SenMarkey &amp; @RepLoriTrahan’s Leonel Rondon Pipeline Safety Act to prevent disasters like the…
163,Elizabeth Warren,"We’ve seen this pattern repeatedly: when corporate execs cut corners &amp; hurt consumers, they leave taxpayers &amp; commu…"
164,Elizabeth Warren,The @NTSB blamed the Merrimack Valley gas explosions squarely on @ColumbiaGasMA &amp; @NiSourceInc. But when we asked…
165,Elizabeth Warren,"One year ago, the @ColumbiaGasMA explosions destroyed Merrimack Valley homes &amp; businesses &amp; tragically killed a you…"
166,Elizabeth Warren,Students who get scammed by a predatory for-profit college should not by punished by losing their Pell Grant eligib…
167,Elizabeth Warren,"Many 9/11 first responders still experience illnesses &amp; other injuries from Ground Zero. This anniversary, I'm grat…"
168,Elizabeth Warren,"18 years ago, nearly 3,000 Americans – including 206 people from MA – died when terrorists attacked our shores. Thi…"
169,Elizabeth Warren,The @USArmy IG’s review of the military housing program revealed many of the same systemic problems as my investiga…
170,Elizabeth Warren,"When I learned that many military families face poor on-base housing conditions because of greedy, big housing comp…"
171,Elizabeth Warren,John Bolton has never met a war he didn’t like. He never should have been National Security Adviser in the first place.
172,Elizabeth Warren,"At least 3 migrant children in US custody died, in part, from the flu – but @CBP won’t administer flu vaccines to d…"
173,Elizabeth Warren,"In the middle of a housing affordability crisis, the Trump Administration wants to make it harder for creditworthy…"
174,Elizabeth Warren,My Anti-Corruption &amp; Public Integrity Act includes &amp; builds on the Presidential Conflicts of Interest Act to fundam…
175,Elizabeth Warren,"Weeks before @realDonaldTrump was sworn into office, I introduced the Presidential Conflicts of Interest Act to req…"
176,Elizabeth Warren,.@VP Pence’s taxpayer-funded stay at @realDonaldTrump’s Ireland golf resort is just another example of this admin’s…
177,Elizabeth Warren,The Trump administration has created a humanitarian catastrophe at the border with cruel policies that deliberately…
178,Elizabeth Warren,"The @OIGatHHS report is appalling: long detention resulted in “defiance, hopelessness, &amp; frustration among children…"
179,Elizabeth Warren,"This administration is not adequately caring for the health of detained migrant children who may have been abused,…"
180,Elizabeth Warren,"Most child detention facilities let employees start working without a background check, &amp; some received background…"
181,Elizabeth Warren,"In June, @SenBrianSchatz &amp; I led a request that @OIGatHHS investigate the troubling allegations about the health &amp;…"
182,Elizabeth Warren,"Five people in MA this year have contracted Eastern equine encephalitis, a rare but potentially fatal virus with no…"
183,Elizabeth Warren,"Toys “R” Us. Sears. Radio Shack. Payless. Shopko. Private equity firms are killing jobs, hurting workers, &amp; drainin…"
184,Elizabeth Warren,"I’ve spent years in the Senate fighting back against predatory for-profit colleges &amp; the companies, banks, organiza…"
185,Elizabeth Warren,"When shady for-profit colleges cheat students, those students are entitled to get their student loans cancelled. Th…"
186,Elizabeth Warren,I’m concerned about reports of two separate incidents of racist &amp; anti-Semitic graffiti at Fort Revere Park &amp; Watup…
187,Elizabeth Warren,I’m glad that the Trump administration is having second thoughts about deporting sick children after we fought back…
188,Elizabeth Warren,".@WhipClyburn &amp; I are sorry that we won’t see everyone at @SCState1896 tomorrow, but your safety is our biggest con…"
189,Elizabeth Warren,"Happy #LaborDay! Today we say loud &amp; clear: unions built America’s middle class, &amp; unions will rebuild America’s mi…"
190,Elizabeth Warren,"Coming out of the Great Depression, labor unions helped build America’s strong middle class. As our families got ri…"
191,Elizabeth Warren,"Time’s up, @SenateMajLdr. Let’s vote on gun safety legislation NOW. Every day you wait, more tragedies happen. Do…"
192,Elizabeth Warren,My Payment Modernization Act would create a national payments system so the money deposited in your bank account ap…
193,Elizabeth Warren,This is the sort of weekend that terrifies people living paycheck-to-paycheck:🏠 Rent is due Sunday 9/1💰 Friday’s…
194,Elizabeth Warren,I’m in this fight for America’s workers every step of the way. #LaborDay
195,Elizabeth Warren,"We must take emissions seriously &amp; hold polluters accountable to avoid environmental catastrophe. In July, @FSCDems…"
196,Elizabeth Warren,The Trump administration’s proposal to roll back methane emissions rules is a giant wet kiss to Big Oil &amp; other dir…
197,Elizabeth Warren,People come to MA from around the world to receive life-saving care. Now the Trump admin could be handing sick kids…
198,Elizabeth Warren,The federal government failed our fellow US citizens in Puerto Rico after Hurricane Maria. We cannot fail them agai…
199,Elizabeth Warren,"If @USCIS truly wants to address the urgent needs of migrants at the border, it can start by reversing its unconsci…"
200,Elizabeth Warren,"There are 40,000 pending asylum cases in New England that will essentially be frozen by @USCIS’ decision to suspend…"
201,Elizabeth Warren,.@USCIS’ decision to gut their New England asylum office won’t help the humanitarian crisis at the border – it will…
202,Elizabeth Warren,This pick for @CFPB Student Loan Ombudsman is a slap in the face to student loan borrowers in MA &amp; across the count…
203,Elizabeth Warren,"The @CFPB Student Loan Ombudsman is supposed to protect students, but the Admin's pick was a top lawyer for…"
204,Elizabeth Warren,Need proof that the Trump administration works for student loan companies &amp; not student loan borrowers? They just a…
205,Elizabeth Warren,"When retail stores or mining companies go bankrupt, their owners should have to prioritize workers' pay so they rec…"
206,Elizabeth Warren,.@realdonaldtrump's latest attack on immigrant families is to keep kids and their parents in cages indefinitely. Fa…
207,Elizabeth Warren,"The United States already has nearly 4,000 nuclear weapons in our active arsenal, &amp; our conventional military might…"
208,Elizabeth Warren,"We urge keeping provisions that:☢️Ban the deployment of dangerous, costly &amp; unnecessary W76-2 low-yield nuclear wa…"
209,Elizabeth Warren,A nuclear arms race doesn’t make the U.S. – or the world – any safer. That’s why I’m leading 17 other senators in u…
210,Elizabeth Warren,I’m done hearing about all the new ways @WellsFargo is cheating its customers. And I’m done with President Trump’s…
211,Elizabeth Warren,Here’s the deal: In the past 3 years @WellsFargo has sworn up &amp; down that it’s changed – &amp; it’s been caught scammin…
212,Elizabeth Warren,"Three years after the fake accounts scandal, @WellsFargo got caught raking in cash from accounts that its customers…"
213,Elizabeth Warren,"In 2013, I asked why a kid caught with an ounce of drugs goes to jail, but a bank exec that launders a billion doll…"
214,Elizabeth Warren,"We need stronger rules on Wall Street, &amp; tough regulators to enforce them. That’s why my anti-corruption bill locks…"
215,Elizabeth Warren,The American people have a right to know how &amp; why @realDonaldTrump’s political appointees at @TheJusticeDept are i…
216,Elizabeth Warren,"After the 2008 financial crisis, millions lost their homes, jobs, &amp; life savings – &amp; no CEOs went to jail. A decade…"
217,Elizabeth Warren,The Trump administration is deliberately obstructing low-income people’s access to basic health care services &amp; int…
218,Elizabeth Warren,Make no mistake: this is a direct attack on the Fair Housing Act at a time when housing costs are skyrocketing &amp; to…
219,Elizabeth Warren,"Today, @HUDgov is proposing a rule that would give landlords, mortgage lenders, &amp; others the power to discriminate…"
220,Elizabeth Warren,What did the tortoise do when the Student Loan Debt Relief Act became law? Shell-ebrated being turtle-y debt fre…
221,Elizabeth Warren,.@RepDebHaaland &amp; I invite feedback about this proposal &amp; look forward to working closely with tribal nations &amp; cit…
222,Elizabeth Warren,"Last year, @USCCRgov released its “Broken Promises” report on the govt's failures to Native communities. Our Honori…"
223,Elizabeth Warren,The US government has a responsibility to honor its obligations to Native peoples. That’s why I’m working with…
224,Elizabeth Warren,"@realDonaldTrump While we fight to #ProtectTheDream &amp; fix our country’s broken immigration system, it’s powerfully…"
225,Elizabeth Warren,"Happy 84th birthday, Social Security! For 22 million seniors, veterans, children, and people with disabilities, Soc…"
226,Elizabeth Warren,"The Vineyard Wind project will create thousands of jobs &amp; generate cleaner, cheaper wind energy for MA families. Th…"
227,Elizabeth Warren,The Trump administration’s last-minute decision to delay approval of the Vineyard Wind clean energy project is extr…
228,Elizabeth Warren,The @FTC is supposed to protect Americans from deceptive advertising. Instead they misinformed consumers about the…
229,Elizabeth Warren,145 million Americans qualified for the $125 @Equifax settlement refund that the @FTC advertised. But let’s do the…
230,Elizabeth Warren,We all saw the tweets: sign up to get $125 back from @Equifax for exposing your personal data. Here’s the problem:…
231,Elizabeth Warren,"We need bold action to build more affordable housing and help families live strong, healthy lives – and I’ve got a…"
232,Elizabeth Warren,Every kid deserves a chance to succeed – no matter where they’re from. I’m fighting back against @DHSgov’s harmful…
233,Elizabeth Warren,"President Trump’s agenda is clear: blame our country’s problems on people who don’t look like you, or speak like yo…"
234,Elizabeth Warren,The Trump administration just put out a new rule to punish immigrant families – discouraging them from getting food…
235,Elizabeth Warren,We need to stop self-dealing public officials &amp; padlock the revolving door between big business &amp; government. That’…
236,Elizabeth Warren,Our national crisis of faith in government boils down to this simple fact: people don’t trust their government to d…
237,Elizabeth Warren,.@Novartis manipulated testing data to rush its drug to market &amp; exploit govt perks. Now its $2.1M spinal muscular…
238,Elizabeth Warren,Great to see schools like @UMassAmherst taking real steps to address student hunger on campus! Congress can help mo…
239,Elizabeth Warren,Surprise surprise: the @USChamber's Big Oil &amp; Coal lawyers are fighting the @LungAssociation’s lawsuit against the…
240,Elizabeth Warren,It took @CapitalOne nearly 4 months to detect the data breach &amp; they’re still working to notify customers. People d…
241,Elizabeth Warren,"According to news reports, the @CapitalOne hacker had worked for Amazon Web Services, which hosts the company’s dat…"
242,Elizabeth Warren,"Last week, @CapitalOne reported a massive data breach that compromised personal data of more than 100 million custo…"
243,Elizabeth Warren,"I’m glad the @DHSOIG is investigating @CBP’s alarming surveillance reportedly targeting journalists, attorneys, &amp; o…"
244,Elizabeth Warren,Our military leaders understand that America’s foreign policy cannot be run exclusively by the Pentagon. We should…
