,Name,Tweet
15,Trump,Thank you to Great Republican @SenJohnKennedy for the job he did in representing both the Republican Party and myself against Sleepy Eyes Chuck Todd on Meet the Depressed!,democrat democratic gop conservative republicans democrats senate senator voters potus friday house saturday night next coming tonight sunday day here amazing good fantastic awesome our wonderful today this the have democrat democratic gop conservative republicans democrats senate senator voters potus thanks bless hope thankyou welcome good you happy cheers dear supporting represent represented repping competing joining advancing leading reppin visiting see us wanted you let 'll hope go wait friends business manager jobs hiring assistant management needed company service work frustrated annoyed confused stressed depressing lonely tired upset paranoid pissed 
16,Trump,"Thank you to Congressman Ben @Cline4Virginia for the Great remarks this morning on the illegitimate Impeachment Hoax. He understands the Do Nothing Democrats very well. Also, and as usual, @RepAndyBiggsAZ was fantastic!",everything anything something but else whatever it means either thinking republicans conservatives liberals dems voters gop republican tories politicians americans amazing good fantastic awesome our wonderful today this the have remark statements rhetoric criticism biden resignation comments misleading backlash outrage senator lawmaker governor rep. republican gov. mcconnell commissioner deputy senate bende hem sen zaten gene lan bide abi dedim denk but though too it good sure better that there yet decent yet anyway lately especially though shitty interesting late enough knows cares believes noone no-one hates realizes genuinely appreciates thinks thanks bless hope thankyou welcome good you happy cheers dear night afternoon day sunday good evening today monday early saturday amazing brilliant great incredible awesome wonderful superb fabulous lovely excellent will which actually how have only would should could probably 
17,Trump,Heading to Europe to represent our Country and fight hard for the American People while the Do Nothing Democrats purposely scheduled an Impeachment Hoax hearing on the same date as NATO. Not nice!,let fighting kill catch run take n't talk end him even bad way shit right harder crazy up better get british country america the canadian national african indian urban uk other those they many them when ones because especially how representing represented belong recognize country based belongs supporting states unlike good pretty cool well lovely fun look too great awesome afghanistan taliban regime mali iranian afghan bomber missile haiti pakistan leaving near going moving coming downtown visiting forward town home canada uk european britain germany france africa ireland spain australia maybe next dates 'll sure meet first wait course break american america south the world way africa town us where 
18,Trump,"The Do Nothing Democrats get 3 Constitutional lawyers for their Impeachment hoax (they will need them!), the Republicans get one. Oh, that sounds fair!",sound kinda really looks makes right such it pretty reminds place course next today sure point way going st but proceedings libel prosecution resignation leveson scrutiny deportation graft lawsuit testify parody dibajak absurd twitternya barusan fitnah typo virus anonymous update ooh yes yeah ohh oooh ok lol sorry okay wow get n't take have can better make 'll should give 
19,Trump,"“When the law enforcers turn out to be the law breakers, then we have totally upended the rule of law. Nobody is safe and everybody is in trouble. Our system of government is under attack.”  @GovMikeHuckabee","absolutely definitely actually completely legit seriously probably really obviously clearly strike death attacks killing fire army killed terror kills suicide laws marriage gov bill trial education government rights student primary diaries glee tvd delena pll tca twilight brittana icarly alaylm laws marriage gov bill trial education government rights student primary "" : ” rt <user> ‘ '' <repeat> ' - mind nothing without thinking hear reason something letting when there systems technology device power engine network tool software works company soon home here there coming work way yet today working rules should they if n’t must allow means n't does somebody else everybody cuz anybody reason lie tell talk knows govt gov congress policy citizens americans immigration u.s. democracy foreign nobody yall somebody everyone cuz talk gotta tell anybody mad "
20,Trump,"“The Democrats don’t have any evidence, but they are still going to do it anyway. That’s the sham that’s going on here.”  @jasoninthehouse Chaffetz","gowdy inslee tomblin eliasson kenney radel omondi huckabee mutunga meggs just really n't think already but then probably gonna only gonna coming there go now here where this way went gonna coming there go now here where this way went "" : ” rt <user> ‘ '' <repeat> ' - ‘ ' ’n ` nin ′ “ ] ın "" shaam bhabhi aaj meri jab idrees jaan aam chal subah regarding proof false concerns documents threat issues reports concerning investigation republicans conservatives liberals dems voters gop republican tories politicians americans anyways though well but whatever guess yet maybe sure right "
21,Trump,"Breaking News: The President of Ukraine has just again announced that President Trump has done nothing wrong with respect to Ukraine and our interactions or calls. If the Radical Left Democrats were sane, which they are not, it would be case over!",after the end behind about death watching another watch first bbc uk report latest yahoo via reuters press tech ’s obama barack clinton minister says romney kerry potus pope hillary zappos perkins donald buffett harper bloomberg clinton rove rogers macy obama barack clinton minister says romney kerry potus pope hillary could should n't did just have think does that if russia crimea kiev egypt opposition ukrainian iran lebanon quebec moscow jew kite hostel lifeless awk la. hang lepak settle sgt. deserve true attention appreciate trust talent matter admire difference team notifications messages notifs contacts interaction snapchats timelines conversations notification convos cases cell charge black camera duty screen set or card tells asks says talks gives sends calling turns gets sending announce released announcement launch confirmed announcing revealed launched signed announces 
22,Trump,"“The United States has outperformed the rest of the world in an eye popping fashion. I don’t think we’ve seen numbers like that.” Mohamed El-Erian, Allianz Chief Economic Adviser. But despite this there is tremendous potential for growth, far greater than most have understood!","manchester liverpool arsenal chelsea tottenham swansea utd qpr england everton state u.s. canada countries government schools u.s ohio officials americans remarkable exceptional outstanding terrific extraordinary phenomenal sensational unbelievable overwhelming humbling significant interest impact opportunity despite challenges major trade current possibility yet way lot come there one all fine 've it opportunity within experience value achieve success wealth greatness knowledge seek "" : ” rt <user> ‘ '' <repeat> ' - ‘ ' ’n ` nin ′ “ ] ın "" the one life earth dream only our us america this learned assumed explained figured learnt hardly meant described understand wondered know n't how really why thought what but that did later past over even life half god bed last bring undercuts procured bolstered wristwatches bypassed ballooned defrauded downplayed retained flourished economic economy increase inflation increasing consumer efficiency decline gdp investment sayuti cliffy babb awab nezumi erlyn ninah iano lemuel anae interest continued facing ahead further against hopes concerns expected amid "
23,Trump,"“The American people are going to see this for what it is. It is a political effort by the Democrats, and the President certainly doesn’t have to aid in the Impeachment effort.” Robert Ray @MariaBartiromo  Democrats are getting “killed” in their home districts. 2020!","obama barack clinton minister says romney kerry potus pope hillary however surely perhaps otherwise truly although seemed definitely clearly pleased politics policy government conservative rights economic religious rhetoric leaders corrupt advantage efforts positive difficult success confidence difference expect important enough house going out up work now here at today coming regionals qualifiers universities schools championships campuses colleges tournaments nationals conferences british country america the canadian national african indian urban uk other those they many them when ones because especially how republicans conservatives liberals dems voters gop republican tories politicians americans republicans conservatives liberals dems voters gop republican tories politicians americans "" : ” rt <user> ‘ '' <repeat> ' - ‘ ' ’n ` nin ′ “ ] ın "" where you know there 'll let here what how it gonna coming there go now here where this way went funds workers relief fund funding health donations military welfare assistance "
24,Trump,"“The process has been unfair. Republicans can’t even get their own witnesses. It gets me that Adam Schiff is not punishable for lying, in any way.” @MariaBartiromo","there better right it that but how when where n't want never had over hard we think n't when not need out take got gonna just n't could better 'll kim alan anne bi alex saf aziz eden abi ben zucker feige palast jochen messer kellner ewen thiel katz mercola "" : ” rt <user> ‘ '' <repeat> ' - ‘ ' ’n ` nin ′ “ ] ın "" witness sought testify officers suspects bystanders investigators warned attackers advised obvious harsh imo pathetic disappointing ridiculous worse unfortunate shameful legitimate democrats conservatives liberals dems voters gop republican tories americans politicians imprisonment executed domestically incapacitated premeditated senselessly felony treason legislated institutionalized progress improvement assessment requires development changes solution strategy system methods telling arguing hating talking hiding dumb saying fault cheating calling takes turns getting turned makes goes almost gives just she "
25,Trump,"U.S. Markets are up as much as 21% since the announcement of Tariffs on 3/1/2018 - and the U.S. is taking in massive amounts of money (and giving some to our farmers, who have been targeted by China)!",huge biggest absolute bloody another such major complete big raise amount excessive consuming copious sugary exposure lotsa consumption quantities substantial india asia australia capital africa global america vietnam hong nigeria b r m l f > i s < w tariff subsidies tankers biofuels grids imports telcos inventories panels deployments targeting targets thousands websites converts campaigns hundreds attacks ads visitors having doing getting putting while instead making giving working trying years already almost last months weeks before yesterday after year lot too you really it more mean everything but how cash pay get paid rich buy need give sell bring stocks investors equities commodities futures market emerging forecasts traders economy taking bringing having making putting give everyone without another instead farms workers cattle farm businesses residents agriculture foods growers livestock announced announce confirmed announcements upcoming launch january october june issue 
26,Trump,".....Reserve should likewise act so that countries, of which there are many, no longer take advantage of our strong dollar by further devaluing their currencies. This makes it very hard for our manufactures &amp; farmers to fairly export their goods. Lower Rates &amp; Loosen - Fed!",heart calm more always keep way very positive better stay dollars pound million cash money billion sell cent cents pay higher upper pressure increase below lowest average increased percent levels rate revenue unemployment decline profits costs prices increase mortgage payments thaaaaanks thaaaanks fanks thaaanks hunni thanku thanxx thaanks thanxs thxs lie talk matter rather either not people reason they acting relatively somewhat surprisingly particularly awfully ridiculously seemed reasonably terribly extremely mining retail renewable distribution equity supply financing assets companies exports exchange offer reservation branch company bid authority large offers orders those other lot few both these two people any more ecmwf prioritizes selects animates deems boasts specialises posits distributes decorates because really does that thing when it how everything seems tighten toughen looose moneys ease legislate inflate tightening heed pluck even bad way shit right harder crazy up better get supply items stores package greeting limited exchange selling sell promotional despite government says deal bush govt economy cuts forced worried farms workers cattle farm businesses residents agriculture foods growers livestock subsidising undercutting subverting insuring allocating negating forfeiting inheriting supplementing emulating equities commodities commodity markets currency derivatives futures indexes traders etfs cities americans states nations u.s groups universities europe cultures africa battery electric db load replacement powered usb solid compact dual 
27,Trump,"Brazil and Argentina have been presiding over a massive devaluation of their currencies. which is not good for our farmers. Therefore, effective immediately, I will restore the Tariffs on all Steel &amp; Aluminum that is shipped into the U.S. from those countries. The Federal....",huge biggest absolute bloody another such major complete big raise currency undercutting connectedness revaluation dispersal webapp inefficiency colonization federalism principality civil fiscal capital tribunal judicial general gov washington municipal central efficient proven improve effects powerful methods process method useful solution quickly somehow accidentally decided unless respond automatically randomly twice properly b r m l f > i s < w neither nor means nbut otherwise however perhaps unless whom unfortunately tariff subsidies tankers biofuels grids imports telcos inventories panels deployments stainless inch wire aluminum blade brass silver copper wood adjustable purchased shipping mailed included ordered listed sold restocked bought packages rebuild renew recover expand establish restoring protect destroy transform preserve defendant overseeing grievance counsel off-duty disgraced testifies prosecutor congressman commanding well great too nice better day this it night way farms workers cattle farm businesses residents agriculture foods growers livestock equities commodities commodity markets currency derivatives futures indexes traders etfs cities americans states nations u.s groups universities europe cultures africa peru italy portugal spain germany emblem argentina australia brazilian denmark uruguay colombia paraguay ecuador chile peru perú honduras bolivia mexico battery electric db load replacement powered usb solid compact dual stainless brass steel adjustable inch compact copper pewter polished nickel 
28,Trump,“It is clear that there is none of the bipartisan support that Speaker Pelosi said for months was essential for Impeachment.” Chris Wallace @FoxNews,"bi-partisan senate legislation gun-control immigration congressional democratic constitutional overhaul draconian us help our for supporting join share group helping sign "" : ” rt <user> ‘ '' <repeat> ' - reason matter except mean only lot nobody they other ones weeks years since month days hours year already yrs almost aljazeera unhcr pmoi unami cspan sabc nbc rajavi msnbc freethe provides methods therapeutic nutrition requires benefits includes products alternative exceptional light handle eye above pressure low deep side bright edge "
29,Trump,“Trump Economy Breaks Holiday Shopping Records.” @FoxNews,aljazeera unhcr pmoi unami cspan sabc nbc rajavi msnbc freethe 
30,Trump,"Great writer and historian, Doug Wead, has written a true (not Fake News) account of what is going on in Washington and the White House. His new book, INSIDE TRUMP’S WHITE HOUSE, is an incredible description of a very exciting and successful time in our Country’s history. Buy it!","black blue green yellow red purple brown pink dark orange home room at out town party up going where here become success becoming ways determined opportunity promising experience career approach then break last maybe before next again first now this the our this from 's check for latest first official books review read story comic writing reference write first reading amazing fantastic brilliant unbelievable great phenomenal unreal awesome superb wonderful reference location image article profile feature based information features graphic amazing good fantastic awesome our wonderful today this the have author editor writers poet expert publisher producer musician journalist writing stupid ugly bitches bitch shit dumb gay like fuck these bbc uk report latest yahoo via reuters press tech ’s jeff andrew colin eddie fisher tracy jim steve todd wilson american america south the world way africa town us where ‘ ' ’n ` nin ′ “ ] ın "" wrote write reference spoken published sentence writing created quoted read york virginia texas north chicago philadelphia florida county ohio south life what know truth mean matter means that nothing you science first theory the story years year second which last playwright novelist statesman filmmaker poet scholar renowned theologian cartoonist critic gonna coming there go now here where this way went interesting fantastic fun excited great although forward surprising events very sell cheap buying purchase selling bring bought price find need accounts acc website acct username password profile following email number "
31,Trump,"“Donald Trump was framed back in 2016.” @MariaBartiromo  100% correct, Maria, and we can never let this happen to another president again!",n't remember ever always know not forget could think even take 'll give n't see lets bring forget go tell canvas printed frames prints painted paintings photographic matted giclee watercolor up out here now go down 'll get you off this every first second the way there that it take obama barack clinton minister says romney kerry potus pope hillary paula laura carla mariana claudia daniela sara dani marta natalia happens happened matter happening anything exactly forget yet remember either correctly spell answer wrong question spelling meant explain obvious exact 
32,Trump,"....in America, community by community where we will eradicate AIDS in 10 years, program already started. American leadership has proven that together we can save lives.",help bring us give take make saving away or your living life within throughout each our their whose own children eradicating eliminate facilitate prolong dismantle annihilate derail incite eradicated endanger hiv malaria diabetes alzheimer aid disease hepatitis tumor prevention epidemic british country america the canadian national african indian urban uk education innovation development sustainability strategy leaders values principles journalism empowerment year since months days two first three almost weeks last again better right there around everything way out while here effective tested considered method common highly weight developed known factors youth business group development networking association local network international center africa world country american uk union canada europe the australia 
33,Trump,"On World AIDS Day, The First Lady and I express our support for those living with HIV/AIDS and mourn the lives lost. We reaffirm our commitment to end the HIV/AIDS epidemic....",living life within throughout each our their whose own children 've missing almost since still left have thought that both last second next year another before after this every years girl boy kid queen big aka brother little guy baby us help our for supporting join share group helping sign solidify legitimize prioritise reinvigorate bulldoze spearheading solidifying reaffirms supersede supress sinners rejoice rejoicing weep mourning grieve prosper families peacefully oppressed life lives around way into world there inside alone moving aids malaria hepatitis diabetes disease prevention vaccine hpv autism tumor experience space provide travel anyone deliver others connection able crave until second long before next another last going break 'll responsibility honesty consistency struggles discipline integrity significant loyalty faith success hiv malaria diabetes alzheimer aid disease hepatitis tumor prevention epidemic 
34,Trump,“Schiff’s impeachment hearings wasting time when Congress must do real work”,govt gop bjp election government elections labour gov parliament dems should would could will if only 'll can they n't 
35,Trump,"“Trump did nothing impeachable, day-by-day review of all impeachment hearing testimony shows” @GreggJarrett",""" : ” rt <user> ‘ '' <repeat> ' - zappos perkins donald buffett harper bloomberg clinton rove rogers macy everything anything something but else whatever it means either thinking egregious revisionist discriminatory up-tempo unconscionable unethical anti-woman no-huddle reprehensible detrimental today days night good year morning sunday happy this next book reviews latest edition ebook feature guide project release report today days night good year morning sunday happy this next "
36,Trump,"“Sen. Tim Scott Says Trump 'Innocent,' 'No Way' Senate Convicts”",""" : ” rt <user> ‘ '' <repeat> ' - sende bana birde beni yoksa benim niye nerde söyle ben child violent brave rape woman victim heartless dangerous death killing there better right it that but how when where n't "
37,Trump,An incredible experience!,amazing fantastic brilliant unbelievable great phenomenal unreal awesome superb wonderful opportunity success great experiences journey learning greater based impact life 
38,Trump,Nancy Pelosi won’t put it up for a vote. Has delayed it for 6 months. See you in #2020!,"christine julie claire samantha cynthia marie pauline catherine camille sarah boehner mcconnell clegg miliband bachmann mccain abbott flaherty carney gillard weeks years since month days hours year already yrs almost ‘ ' ’n ` nin ′ “ ] ın "" voting kca votes choice voted ariana musicfans peoples please peopleschoice where you know there 'll let here what how it make take up out it say n't just get can cancelled delay postponed canceled scheduled delays cancellation flights expected confirmed "
39,Trump,"I will be representing our Country in London at NATO, while the Democrats are holding the most ridiculous Impeachment hearings in history. Read the Transcripts, NOTHING was done or said wrong! The Radical Left is undercutting our Country. Hearings scheduled on same dates as NATO!",told did she knew asked thought saying that called think either exactly reason saying meant anything that mean think something liberal religious secular socialist apartheid popular political revolutionary democracy vulgar came before went almost already since got took lost still proposals proceedings resignations oversight scrutiny deliberations commissioners negotiations scandals lawsuits canceled cancelled postponed rescheduled delayed meetings sept. schedule announced schedules uprooting subverting downplaying scrutinizing shunning obliterating encircling offloading halving maximising transcript addresses affidavit schedules resignations hearings truancy conformation invoices appointments supporting represent represented repping competing joining advancing leading reppin visiting write book how answer about reading what post this if everything anything something but else whatever it means either thinking afghanistan taliban regime mali iranian afghan bomber missile haiti pakistan sydney melbourne town birmingham australia glasgow city dublin uk brighton behind pulling standing hands hiding kept while putting sitting pushing science first theory the story years year second which last well already have been doing 've just work good be republicans conservatives liberals dems voters gop republican tories politicians americans concerts parties date places announcement tickets events plans july concert american america south the world way africa town us where 
40,Trump,Robert Johnson knows business &amp; politics. He also understands lowest African American Unemployment in U.S. history!,b r m l f > i s < w political democracy government policy liberal education journalism society congress gov science first theory the story years year second which last battery electric db load replacement powered usb solid compact dual 
41,Trump,And the Do Nothing Democrats want to impeach President Trump?,
42,Trump,Thank you to @BuckMcNeely1 and Oliver North for the nice words and thoughts in an excellent interview. Best wishes!,nicholas edgar tom bruce daniel james joshua sheldon billy neil south east west near eastern coast northern columbia georgia washington good pretty cool well lovely fun look too great awesome truth things understand meaning speak reason write enough common those fantastic brilliant great article unique addition superb outstanding content creative guest interviews meeting host opening post article press q&a highlight awesome great perfect good amazing ever first better favorite time happy wish birthday hope bless wishing thank merry valentine wonderful mind minds words dreams through reason things especially enough those thanks bless hope thankyou welcome good you happy cheers dear 
43,Trump,,
44,Trump,Just returned to the United States after spending a GREAT Thanksgiving with our Courageous American Warriors in Afghanistan!,manchester liverpool arsenal chelsea tottenham swansea utd qpr england everton state u.s. canada countries government schools u.s ohio officials americans amazing good fantastic awesome our wonderful today this the have easter christmas sunday valentines holidays brunch dinner holiday breakfast friday spend spent saving paying buying taking bringing worth having giving recovered returning claimed return saved reached given received cleared placed iraq troops afghan palestinian bangladesh israeli syrian somalia taliban libya 
45,Trump,I thought Newsweek was out of business?,knew think did that probably 've actually just remember exactly esquire i-d cosmopolitan yorker publishes comscore prequel tabloid comixology tatler company job network tech corporate development industry management education market 
46,Trump,HAPPY THANKSGIVING!,birthday day love thank wish miss bday merry welcome hope easter christmas sunday valentines holidays brunch dinner holiday breakfast friday 
47,Trump,HAPPY THANKSGIVING!,birthday day love thank wish miss bday merry welcome hope easter christmas sunday valentines holidays brunch dinner holiday breakfast friday 
48,Trump,95% Approval Rating in the Republican Party. Thank you!,democrat democratic gop conservative republicans democrats senate senator voters potus friday house saturday night next coming tonight sunday day here payments payment declines debt agreement guarantees transparency approved compensation guarantee ratings ranking rate rankings consumer interest s&p revenue media results thanks bless hope thankyou welcome good you happy cheers dear 
49,Trump,"New Stock Market Record today, AGAIN. Congratulations USA!",congrats congratulation thank proud luck year congratz winner fantastic winning canada america uk base china red york local american union 
50,Trump,People now realize it is a Democrat Hoax!,republican democratic libertarian conservative repub gop senator voters democrats politician parody dibajak absurd twitternya barusan fitnah typo virus anonymous update reason things knowing never remember remind n’t sometimes honestly pretend other those they many them when ones because especially how 
51,Trump,,
52,Trump,GOD BLESS THE U.S.A.!,lord jesus true bless life christ it faith forget hope thank god blessed thanks hope happy blessing dear merry peace b r m l f > i s < w 
53,Trump,,
54,Trump,THANK YOU FLORIDA! #KAG2020,thanks bless hope thankyou welcome good you happy cheers dear texas georgia ohio chicago indiana california kansas michigan virginia seattle 
55,Trump,“OMB Official: Ukraine Aid Held Up Because Other Countries Weren't Giving”,"taking bringing having making putting give everyone without another instead “ ”” "" <repeat> . ! *** … nn ** cities americans states nations u.s groups universities europe cultures africa "
56,Trump,,
57,Trump,"...love to have Mike Pompeo, Rick Perry, Mick Mulvaney and many others testify about the phony Impeachment Hoax. It is a Democrat Scam that is going nowhere but, future Presidents should in no way be compromised. What has happened to me should never happen to another President!",ross chris kelly wayne jay trey meek keith tyga kanye katy taylor swift cyrus timberlake spears adele gaga britney rihanna n't remember ever always know not forget could think even happens happened matter happening anything exactly forget yet remember either andrew jeff ray brian steve smith joe kevin jason jim jaymi kristin korine gatiss vanwyngarden chenoweth goodger keegan rednapp nareesha robbie richie bruce jonny neil ernie jamie marty dave billie gonna coming there go now here where this way went somewhere anywhere around gone either moving scared nobody leave walk life change destiny world our your better about way dream founding pastors americans hispanics u.s democrats governors elected reagan blacks republican democratic libertarian conservative repub gop senator voters democrats politician fraud scams scheme theft bogus subsidy conspiracy tax insider legitimate this every first second the way there that it take obama barack clinton minister says romney kerry potus pope hillary you much miss loves happy my dream baby hope friends there better right it that but how when where n't thought knew exactly happen remember happens did heard yesterday realized breached accessed transferred monitored protected passwords eradicated addressed credentials validated 
